,theta,theta_past_ma10
0,60.3125,
1,56.88235294117647,60.3125
2,55.31428571428572,58.59742647058823
3,52.486486486486484,57.50304621848739
4,47.53658536585366,56.248906285487166
5,44.62242562929062,54.50644210156047
6,43.74439461883408,52.85910602284883
7,42.99559471365639,51.557004393703856
8,42.45652173913044,50.486828183697924
9,41.75213675213676,49.59457191207932
10,41.41949152542372,48.81032839608506
11,41.0062893081761,46.921027548627436
12,40.5175983436853,45.333421185327396
13,40.122950819672134,43.85375244826735
14,49.34508816120906,42.61739888158592
15,58.858858858858866,42.79824916112146
16,48.41975308641975,44.22189248407828
17,38.62204724409449,44.689428330836854
18,38.190661478599225,44.25207358388066
19,37.62452107279693,43.82548755782754
20,37.14555765595463,43.41272598989356
21,36.679104477611936,42.985332602946656
22,36.158088235294116,42.55261411989024
23,35.71687840290381,42.11666310905112
24,35.35008976660682,41.67605586737428
25,34.80565371024735,40.276556027914054
26,34.21875,37.87123551305291
27,33.76712328767123,36.45113520441093
28,33.215488215488215,35.96564280876861
29,32.7906976744186,35.4681254824575
30,32.43021346469622,34.98474314261967
31,31.97411003236246,34.51320872349383
32,31.632,34.04270927896888
33,31.29746835443038,33.59010045543947
34,30.97026604068858,33.14815945059213
35,30.74534161490683,32.71017707800031
36,30.476923076923075,32.30414586846625
37,30.259541984732824,31.92996317615856
38,30.091047040971166,31.579205045864718
39,29.924585218702866,31.266760928413014
40,29.804804804804807,30.980149682841436
41,29.64179104477612,30.717608816852294
42,29.524517087667164,30.484376918093666
43,29.408284023668642,30.27362862686038
44,29.33628318584071,30.084710193784208
45,29.264705882352942,29.92131190829942
46,29.193548387096772,29.773248335044038
47,28.995633187772924,29.644910866061405
48,28.80057803468208,29.518519986365412
49,28.690647482014388,29.3894730857365
50,28.5,29.266079312067653
51,28.392603129445234,29.135598831587174
